region,district,Monthly,admissions
Bay,Qensahdere,2020 Mar,26
Bay,Qensahdere,2020 Apr,89
Bay,Qensahdere,2020 May,104
Bay,Qensahdere,2020 Jun,92
Bay,Qensahdere,2020 Jul,100
Bay,Qensahdere,2020 Aug,96
Bay,Qensahdere,2020 Sep,91
Bay,Qensahdere,2020 Oct,0
Bay,Qensahdere,2020 Nov,0
Bay,Qensahdere,2020 Dec,77
Bay,Qensahdere,2019 Jan,226
Bay,Qensahdere,2019 Feb,96
Bay,Qensahdere,2019 Mar,170
Bay,Qensahdere,2019 Apr,2217
Bay,Qensahdere,2019 May,322
Bay,Qensahdere,2019 Jun,527
Bay,Qensahdere,2019 Jul,592
Bay,Qensahdere,2019 Aug,210
Bay,Qensahdere,2019 Sep,161
Bay,Qensahdere,2019 Oct,68
Bay,Qensahdere,2019 Nov,55
Bay,Qensahdere,2019 Dec,94
Galgaduud,Cabudwaaq,2024 Jan,390
Galgaduud,Cabudwaaq,2024 Feb,380
Galgaduud,Cabudwaaq,2024 Mar,342
Galgaduud,Cabudwaaq,2024 Apr,419
Galgaduud,Cabudwaaq,2024 May,407
Galgaduud,Cabudwaaq,2024 Jun,332
Galgaduud,Cabudwaaq,2024 Jul,286
Galgaduud,Cabudwaaq,2024 Aug,438
Galgaduud,Cabudwaaq,2024 Sep,441
Galgaduud,Cabudwaaq,2024 Oct,476
Galgaduud,Cabudwaaq,2024 Nov,536
Galgaduud,Cabudwaaq,2024 Dec,536
Galgaduud,Cabudwaaq,2023 Jan,471
Galgaduud,Cabudwaaq,2023 Feb,534
Galgaduud,Cabudwaaq,2023 Mar,562
Galgaduud,Cabudwaaq,2023 Apr,1151
Galgaduud,Cabudwaaq,2023 May,825
Galgaduud,Cabudwaaq,2023 Jun,688
Galgaduud,Cabudwaaq,2023 Jul,609
Galgaduud,Cabudwaaq,2023 Aug,473
Galgaduud,Cabudwaaq,2023 Sep,360
Galgaduud,Cabudwaaq,2023 Oct,336
Galgaduud,Cabudwaaq,2023 Nov,497
Galgaduud,Cabudwaaq,2023 Dec,530
Galgaduud,Cabudwaaq,2022 Jan,796
Galgaduud,Cabudwaaq,2022 Feb,756
Galgaduud,Cabudwaaq,2022 Mar,549
Galgaduud,Cabudwaaq,2022 Apr,370
Galgaduud,Cabudwaaq,2022 May,354
Galgaduud,Cabudwaaq,2022 Jun,476
Galgaduud,Cabudwaaq,2022 Jul,236
Galgaduud,Cabudwaaq,2022 Aug,253
Galgaduud,Cabudwaaq,2022 Sep,354
Galgaduud,Cabudwaaq,2022 Oct,183
Galgaduud,Cabudwaaq,2022 Nov,761
Galgaduud,Cabudwaaq,2022 Dec,433
Galgaduud,Cabudwaaq,2021 Jan,0
Galgaduud,Cabudwaaq,2021 Feb,0
Galgaduud,Cabudwaaq,2021 Mar,0
Galgaduud,Cabudwaaq,2021 Apr,125
Galgaduud,Cabudwaaq,2021 May,31
Galgaduud,Cabudwaaq,2021 Jun,117
Galgaduud,Cabudwaaq,2021 Jul,140
Galgaduud,Cabudwaaq,2021 Aug,193
Galgaduud,Cabudwaaq,2021 Sep,122
Galgaduud,Cabudwaaq,2021 Oct,241
Galgaduud,Cabudwaaq,2021 Nov,347
Galgaduud,Cabudwaaq,2021 Dec,394
Galgaduud,Cabudwaaq,2020 Jan,208
Galgaduud,Cabudwaaq,2020 Feb,86
Galgaduud,Cabudwaaq,2020 Mar,96
Galgaduud,Cabudwaaq,2020 Apr,129
Galgaduud,Cabudwaaq,2020 May,57
Galgaduud,Cabudwaaq,2020 Jun,455
Galgaduud,Cabudwaaq,2020 Jul,500
Galgaduud,Cabudwaaq,2020 Aug,205
Galgaduud,Cabudwaaq,2020 Sep,175
Galgaduud,Cabudwaaq,2020 Oct,163
Galgaduud,Cabudwaaq,2020 Nov,253
Galgaduud,Cabudwaaq,2020 Dec,177
Galgaduud,Cabudwaaq,2019 Jan,188
Galgaduud,Cabudwaaq,2019 Feb,0
Galgaduud,Cabudwaaq,2019 Mar,88
Galgaduud,Cabudwaaq,2019 Apr,0
Galgaduud,Cabudwaaq,2019 May,36
Galgaduud,Cabudwaaq,2019 Jun,81
Galgaduud,Cabudwaaq,2019 Jul,0
Galgaduud,Cabudwaaq,2019 Aug,0
Galgaduud,Cabudwaaq,2019 Sep,0
Galgaduud,Cabudwaaq,2019 Oct,0
Galgaduud,Cabudwaaq,2019 Nov,0
Galgaduud,Cabudwaaq,2019 Dec,0
Galgaduud,Cadaado,2024 Jan,145
Galgaduud,Cadaado,2024 Feb,118
Galgaduud,Cadaado,2024 Mar,114
Galgaduud,Cadaado,2024 Apr,104
Galgaduud,Cadaado,2024 May,128
Galgaduud,Cadaado,2024 Jun,196
Galgaduud,Cadaado,2024 Jul,215
Galgaduud,Cadaado,2024 Aug,112
Galgaduud,Cadaado,2024 Sep,68
Galgaduud,Cadaado,2024 Oct,220
Galgaduud,Cadaado,2024 Nov,190
Galgaduud,Cadaado,2024 Dec,190
Galgaduud,Cadaado,2023 Jan,272
Galgaduud,Cadaado,2023 Feb,308
Galgaduud,Cadaado,2023 Mar,208
Galgaduud,Cadaado,2023 Apr,164
Galgaduud,Cadaado,2023 May,292
Galgaduud,Cadaado,2023 Jun,154
Galgaduud,Cadaado,2023 Jul,224
Galgaduud,Cadaado,2023 Aug,395
Galgaduud,Cadaado,2023 Sep,183
Galgaduud,Cadaado,2023 Oct,159
Galgaduud,Cadaado,2023 Nov,131
Galgaduud,Cadaado,2023 Dec,197
Galgaduud,Cadaado,2022 Jan,423
Galgaduud,Cadaado,2022 Feb,385
Galgaduud,Cadaado,2022 Mar,384
Galgaduud,Cadaado,2022 Apr,358
Galgaduud,Cadaado,2022 May,400
Galgaduud,Cadaado,2022 Jun,391
Galgaduud,Cadaado,2022 Jul,385
Galgaduud,Cadaado,2022 Aug,432
Galgaduud,Cadaado,2022 Sep,217
Galgaduud,Cadaado,2022 Oct,228
Galgaduud,Cadaado,2022 Nov,302
Galgaduud,Cadaado,2022 Dec,285
Galgaduud,Cadaado,2021 Jan,45
Galgaduud,Cadaado,2021 Feb,30
Galgaduud,Cadaado,2021 Mar,41
Galgaduud,Cadaado,2021 Apr,38
Galgaduud,Cadaado,2021 May,50
Galgaduud,Cadaado,2021 Jun,41
Galgaduud,Cadaado,2021 Jul,43
Galgaduud,Cadaado,2021 Aug,41
Galgaduud,Cadaado,2021 Sep,64
Galgaduud,Cadaado,2021 Oct,310
Galgaduud,Cadaado,2021 Nov,381
Galgaduud,Cadaado,2021 Dec,289
Galgaduud,Cadaado,2020 Jan,73
Galgaduud,Cadaado,2020 Feb,46
Galgaduud,Cadaado,2020 Mar,41
Galgaduud,Cadaado,2020 Apr,21
Galgaduud,Cadaado,2020 May,33
Galgaduud,Cadaado,2020 Jun,61
Galgaduud,Cadaado,2020 Jul,107
Galgaduud,Cadaado,2020 Aug,94
Galgaduud,Cadaado,2020 Sep,34
Galgaduud,Cadaado,2020 Oct,37
Galgaduud,Cadaado,2020 Nov,31
Galgaduud,Cadaado,2020 Dec,56
Galgaduud,Cadaado,2019 Jan,47
Galgaduud,Cadaado,2019 Feb,35
Galgaduud,Cadaado,2019 Mar,72
Galgaduud,Cadaado,2019 Apr,58
Galgaduud,Cadaado,2019 May,62
Galgaduud,Cadaado,2019 Jun,55
Galgaduud,Cadaado,2019 Jul,47
Galgaduud,Cadaado,2019 Aug,42
Galgaduud,Cadaado,2019 Sep,47
Galgaduud,Cadaado,2019 Oct,36
Galgaduud,Cadaado,2019 Nov,95
Galgaduud,Cadaado,2019 Dec,163
Galgaduud,Ceel_Buur,2024 Jan,138
Galgaduud,Ceel_Buur,2024 Feb,174
Galgaduud,Ceel_Buur,2024 Mar,181
Galgaduud,Ceel_Buur,2024 Apr,171
Galgaduud,Ceel_Buur,2024 May,189
Galgaduud,Ceel_Buur,2024 Jun,163
Galgaduud,Ceel_Buur,2024 Jul,265
Galgaduud,Ceel_Buur,2024 Aug,152
Galgaduud,Ceel_Buur,2024 Sep,218
Galgaduud,Ceel_Buur,2024 Oct,227
Galgaduud,Ceel_Buur,2024 Nov,416
Galgaduud,Ceel_Buur,2024 Dec,416
Galgaduud,Ceel_Buur,2023 Jan,240
Galgaduud,Ceel_Buur,2023 Feb,233
Galgaduud,Ceel_Buur,2023 Mar,398
Galgaduud,Ceel_Buur,2023 Apr,364
Galgaduud,Ceel_Buur,2023 May,314
Galgaduud,Ceel_Buur,2023 Jun,201
Galgaduud,Ceel_Buur,2023 Jul,194
Galgaduud,Ceel_Buur,2023 Aug,163
Galgaduud,Ceel_Buur,2023 Sep,159
Galgaduud,Ceel_Buur,2023 Oct,208
Galgaduud,Ceel_Buur,2023 Nov,114
Galgaduud,Ceel_Buur,2023 Dec,251
Galgaduud,Ceel_Buur,2022 Jan,125
Galgaduud,Ceel_Buur,2022 Feb,94
Galgaduud,Ceel_Buur,2022 Mar,184
Galgaduud,Ceel_Buur,2022 Apr,93
Galgaduud,Ceel_Buur,2022 May,126
Galgaduud,Ceel_Buur,2022 Jun,215
Galgaduud,Ceel_Buur,2022 Jul,261
Galgaduud,Ceel_Buur,2022 Aug,197
Galgaduud,Ceel_Buur,2022 Sep,178
Galgaduud,Ceel_Buur,2022 Oct,259
Galgaduud,Ceel_Buur,2022 Nov,595
Galgaduud,Ceel_Buur,2022 Dec,385
Galgaduud,Ceel_Buur,2021 Jan,0
Galgaduud,Ceel_Buur,2021 Feb,123
Galgaduud,Ceel_Buur,2021 Mar,178
Galgaduud,Ceel_Buur,2021 Apr,214
Galgaduud,Ceel_Buur,2021 May,173
Galgaduud,Ceel_Buur,2021 Jun,156
Galgaduud,Ceel_Buur,2021 Jul,132
Galgaduud,Ceel_Buur,2021 Aug,0
Galgaduud,Ceel_Buur,2021 Sep,71
Galgaduud,Ceel_Buur,2021 Oct,166
Galgaduud,Ceel_Buur,2021 Nov,241
Galgaduud,Ceel_Buur,2021 Dec,227
Galgaduud,Ceel_Buur,2020 Jan,248
Galgaduud,Ceel_Buur,2020 Feb,167
Galgaduud,Ceel_Buur,2020 Mar,259
Galgaduud,Ceel_Buur,2020 Apr,93
Galgaduud,Ceel_Buur,2020 May,116
Galgaduud,Ceel_Buur,2020 Jun,90
Galgaduud,Ceel_Buur,2020 Jul,124
Galgaduud,Ceel_Buur,2020 Aug,94
Galgaduud,Ceel_Buur,2020 Sep,257
Galgaduud,Ceel_Buur,2020 Oct,97
Galgaduud,Ceel_Buur,2020 Nov,0
Galgaduud,Ceel_Buur,2020 Dec,0
Galgaduud,Ceel_Buur,2019 Jan,288
Galgaduud,Ceel_Buur,2019 Feb,205
Galgaduud,Ceel_Buur,2019 Mar,284
Galgaduud,Ceel_Buur,2019 Apr,304
Galgaduud,Ceel_Buur,2019 May,264
Galgaduud,Ceel_Buur,2019 Jun,658
Galgaduud,Ceel_Buur,2019 Jul,695
Galgaduud,Ceel_Buur,2019 Aug,352
Galgaduud,Ceel_Buur,2019 Sep,0
Galgaduud,Ceel_Buur,2019 Oct,0
Galgaduud,Ceel_Buur,2019 Nov,144
Galgaduud,Ceel_Buur,2019 Dec,140
Galgaduud,Ceel_Dheere,2024 Jan,99
Galgaduud,Ceel_Dheere,2024 Feb,67
Galgaduud,Ceel_Dheere,2024 Mar,99
Galgaduud,Ceel_Dheere,2024 Apr,74
Galgaduud,Ceel_Dheere,2024 May,64
Galgaduud,Ceel_Dheere,2024 Jun,77
Galgaduud,Ceel_Dheere,2024 Jul,122
Galgaduud,Ceel_Dheere,2024 Aug,33
Galgaduud,Ceel_Dheere,2024 Sep,65
Galgaduud,Ceel_Dheere,2024 Oct,26
Galgaduud,Ceel_Dheere,2024 Nov,148
Galgaduud,Ceel_Dheere,2024 Dec,148
Galgaduud,Ceel_Dheere,2023 Jan,52
Galgaduud,Ceel_Dheere,2023 Feb,94
Galgaduud,Ceel_Dheere,2023 Mar,120
Galgaduud,Ceel_Dheere,2023 Apr,137
Galgaduud,Ceel_Dheere,2023 May,131
Galgaduud,Ceel_Dheere,2023 Jun,97
Galgaduud,Ceel_Dheere,2023 Jul,149
Galgaduud,Ceel_Dheere,2023 Aug,94
Galgaduud,Ceel_Dheere,2023 Sep,20
Galgaduud,Ceel_Dheere,2023 Oct,49
Galgaduud,Ceel_Dheere,2023 Nov,65
Galgaduud,Ceel_Dheere,2023 Dec,116
Galgaduud,Ceel_Dheere,2022 Jan,0
Galgaduud,Ceel_Dheere,2022 Feb,0
Galgaduud,Ceel_Dheere,2022 Mar,102
Galgaduud,Ceel_Dheere,2022 Apr,32
Galgaduud,Ceel_Dheere,2022 May,124
Galgaduud,Ceel_Dheere,2022 Jun,199
Galgaduud,Ceel_Dheere,2022 Jul,0
Galgaduud,Ceel_Dheere,2022 Aug,0
Galgaduud,Ceel_Dheere,2022 Sep,0
Galgaduud,Ceel_Dheere,2022 Oct,115
Galgaduud,Ceel_Dheere,2022 Nov,119
Galgaduud,Ceel_Dheere,2022 Dec,67
Galgaduud,Ceel_Dheere,2021 Jan,108
Galgaduud,Ceel_Dheere,2021 Feb,130
Galgaduud,Ceel_Dheere,2021 Mar,110
Galgaduud,Ceel_Dheere,2021 Apr,103
Galgaduud,Ceel_Dheere,2021 May,98
Galgaduud,Ceel_Dheere,2021 Jun,152
Galgaduud,Ceel_Dheere,2021 Jul,121
Galgaduud,Ceel_Dheere,2021 Aug,91
Galgaduud,Ceel_Dheere,2021 Sep,87
Galgaduud,Ceel_Dheere,2021 Oct,0
Galgaduud,Ceel_Dheere,2021 Nov,0
Galgaduud,Ceel_Dheere,2021 Dec,0
Galgaduud,Ceel_Dheere,2020 Jan,70
Galgaduud,Ceel_Dheere,2020 Feb,104
Galgaduud,Ceel_Dheere,2020 Mar,93
Galgaduud,Ceel_Dheere,2020 Apr,76
Galgaduud,Ceel_Dheere,2020 May,69
Galgaduud,Ceel_Dheere,2020 Jun,64
Galgaduud,Ceel_Dheere,2020 Jul,91
Galgaduud,Ceel_Dheere,2020 Aug,141
Galgaduud,Ceel_Dheere,2020 Sep,155
Galgaduud,Ceel_Dheere,2020 Oct,143
Galgaduud,Ceel_Dheere,2020 Nov,139
Galgaduud,Ceel_Dheere,2020 Dec,108
Galgaduud,Ceel_Dheere,2019 Jan,148
Galgaduud,Ceel_Dheere,2019 Feb,256
Galgaduud,Ceel_Dheere,2019 Mar,197
Galgaduud,Ceel_Dheere,2019 Apr,208
Galgaduud,Ceel_Dheere,2019 May,220
Galgaduud,Ceel_Dheere,2019 Jun,157
Galgaduud,Ceel_Dheere,2019 Jul,0
Galgaduud,Ceel_Dheere,2019 Aug,0
Galgaduud,Ceel_Dheere,2019 Sep,0
Galgaduud,Ceel_Dheere,2019 Oct,106
Galgaduud,Ceel_Dheere,2019 Nov,85
Galgaduud,Ceel_Dheere,2019 Dec,85
Galgaduud,Dhuusamarreeb,2024 Jan,470
Galgaduud,Dhuusamarreeb,2024 Feb,414
Galgaduud,Dhuusamarreeb,2024 Mar,550
Galgaduud,Dhuusamarreeb,2024 Apr,630
Galgaduud,Dhuusamarreeb,2024 May,572
Galgaduud,Dhuusamarreeb,2024 Jun,523
Galgaduud,Dhuusamarreeb,2024 Jul,489
Galgaduud,Dhuusamarreeb,2024 Aug,355
Galgaduud,Dhuusamarreeb,2024 Sep,305
Galgaduud,Dhuusamarreeb,2024 Oct,267
Galgaduud,Dhuusamarreeb,2024 Nov,304
Galgaduud,Dhuusamarreeb,2024 Dec,304
Galgaduud,Dhuusamarreeb,2023 Jan,496
Galgaduud,Dhuusamarreeb,2023 Feb,570
Galgaduud,Dhuusamarreeb,2023 Mar,557
Galgaduud,Dhuusamarreeb,2023 Apr,385
Galgaduud,Dhuusamarreeb,2023 May,405
Galgaduud,Dhuusamarreeb,2023 Jun,297
Galgaduud,Dhuusamarreeb,2023 Jul,396
Galgaduud,Dhuusamarreeb,2023 Aug,543
Galgaduud,Dhuusamarreeb,2023 Sep,396
Galgaduud,Dhuusamarreeb,2023 Oct,555
Galgaduud,Dhuusamarreeb,2023 Nov,511
Galgaduud,Dhuusamarreeb,2023 Dec,544
Galgaduud,Dhuusamarreeb,2022 Jan,866
Galgaduud,Dhuusamarreeb,2022 Feb,672
Galgaduud,Dhuusamarreeb,2022 Mar,742
Galgaduud,Dhuusamarreeb,2022 Apr,798
Galgaduud,Dhuusamarreeb,2022 May,992
Galgaduud,Dhuusamarreeb,2022 Jun,1218
Galgaduud,Dhuusamarreeb,2022 Jul,1188
Galgaduud,Dhuusamarreeb,2022 Aug,810
Galgaduud,Dhuusamarreeb,2022 Sep,160
Galgaduud,Dhuusamarreeb,2022 Oct,372
Galgaduud,Dhuusamarreeb,2022 Nov,642
Galgaduud,Dhuusamarreeb,2022 Dec,504
Galgaduud,Dhuusamarreeb,2021 Jan,175
Galgaduud,Dhuusamarreeb,2021 Feb,169
Galgaduud,Dhuusamarreeb,2021 Mar,191
Galgaduud,Dhuusamarreeb,2021 Apr,348
Galgaduud,Dhuusamarreeb,2021 May,305
Galgaduud,Dhuusamarreeb,2021 Jun,457
Galgaduud,Dhuusamarreeb,2021 Jul,143
Galgaduud,Dhuusamarreeb,2021 Aug,165
Galgaduud,Dhuusamarreeb,2021 Sep,680
Galgaduud,Dhuusamarreeb,2021 Oct,1133
Galgaduud,Dhuusamarreeb,2021 Nov,1026
Galgaduud,Dhuusamarreeb,2021 Dec,619
Galgaduud,Dhuusamarreeb,2020 Jan,417
Galgaduud,Dhuusamarreeb,2020 Feb,235
Galgaduud,Dhuusamarreeb,2020 Mar,456
Galgaduud,Dhuusamarreeb,2020 Apr,83
Galgaduud,Dhuusamarreeb,2020 May,119
Galgaduud,Dhuusamarreeb,2020 Jun,94
Galgaduud,Dhuusamarreeb,2020 Jul,0
Galgaduud,Dhuusamarreeb,2020 Aug,166
Galgaduud,Dhuusamarreeb,2020 Sep,219
Galgaduud,Dhuusamarreeb,2020 Oct,72
Galgaduud,Dhuusamarreeb,2020 Nov,92
Galgaduud,Dhuusamarreeb,2020 Dec,0
Galgaduud,Dhuusamarreeb,2019 Jan,478
Galgaduud,Dhuusamarreeb,2019 Feb,278
Galgaduud,Dhuusamarreeb,2019 Mar,412
Galgaduud,Dhuusamarreeb,2019 Apr,326
Galgaduud,Dhuusamarreeb,2019 May,0
Galgaduud,Dhuusamarreeb,2019 Jun,107
Galgaduud,Dhuusamarreeb,2019 Jul,85
Galgaduud,Dhuusamarreeb,2019 Aug,107
Galgaduud,Dhuusamarreeb,2019 Sep,227
Galgaduud,Dhuusamarreeb,2019 Oct,343
Galgaduud,Dhuusamarreeb,2019 Nov,499
Galgaduud,Dhuusamarreeb,2019 Dec,364
Gedo,Baardheere,2024 Jan,1411
Gedo,Baardheere,2024 Feb,1216
Gedo,Baardheere,2024 Mar,765
Gedo,Baardheere,2024 Apr,797
Gedo,Baardheere,2024 May,845
Gedo,Baardheere,2024 Jun,468
Gedo,Baardheere,2024 Jul,381
Gedo,Baardheere,2024 Aug,551
Gedo,Baardheere,2024 Sep,657
Gedo,Baardheere,2024 Oct,510
Gedo,Baardheere,2024 Nov,693
Gedo,Baardheere,2024 Dec,693
Gedo,Baardheere,2023 Jan,763
Gedo,Baardheere,2023 Feb,942
Gedo,Baardheere,2023 Mar,810
Gedo,Baardheere,2023 Apr,859
Gedo,Baardheere,2023 May,1227
Gedo,Baardheere,2023 Jun,1072
Gedo,Baardheere,2023 Jul,998
Gedo,Baardheere,2023 Aug,956
Gedo,Baardheere,2023 Sep,1153
Gedo,Baardheere,2023 Oct,667
Gedo,Baardheere,2023 Nov,884
Gedo,Baardheere,2023 Dec,782
Gedo,Baardheere,2022 Jan,498
Gedo,Baardheere,2022 Feb,640
Gedo,Baardheere,2022 Mar,285
Gedo,Baardheere,2022 Apr,364
Gedo,Baardheere,2022 May,552
Gedo,Baardheere,2022 Jun,924
Gedo,Baardheere,2022 Jul,687
Gedo,Baardheere,2022 Aug,939
Gedo,Baardheere,2022 Sep,556
Gedo,Baardheere,2022 Oct,726
Gedo,Baardheere,2022 Nov,872
Gedo,Baardheere,2022 Dec,859
Gedo,Baardheere,2021 Jan,190
Gedo,Baardheere,2021 Feb,211
Gedo,Baardheere,2021 Mar,152
Gedo,Baardheere,2021 Apr,175
Gedo,Baardheere,2021 May,102
Gedo,Baardheere,2021 Jun,122
Gedo,Baardheere,2021 Jul,114
Gedo,Baardheere,2021 Aug,115
Gedo,Baardheere,2021 Sep,485
Gedo,Baardheere,2021 Oct,266
Gedo,Baardheere,2021 Nov,256
Gedo,Baardheere,2021 Dec,28
Gedo,Baardheere,2020 Jan,182
Gedo,Baardheere,2020 Feb,184
Gedo,Baardheere,2020 Mar,243
Gedo,Baardheere,2020 Apr,446
Gedo,Baardheere,2020 May,361
Gedo,Baardheere,2020 Jun,201
Gedo,Baardheere,2020 Jul,109
Gedo,Baardheere,2020 Aug,117
Gedo,Baardheere,2020 Sep,182
Gedo,Baardheere,2020 Oct,157
Gedo,Baardheere,2020 Nov,164
Gedo,Baardheere,2020 Dec,234
Gedo,Baardheere,2019 Jan,316
Gedo,Baardheere,2019 Feb,216
Gedo,Baardheere,2019 Mar,142
Gedo,Baardheere,2019 Apr,122
Gedo,Baardheere,2019 May,8
Gedo,Baardheere,2019 Jun,160
Gedo,Baardheere,2019 Jul,134
Gedo,Baardheere,2019 Aug,132
Gedo,Baardheere,2019 Sep,350
Gedo,Baardheere,2019 Oct,284
Gedo,Baardheere,2019 Nov,297
Gedo,Baardheere,2019 Dec,90
Gedo,Belet_Xaawo,2024 Jan,2044
Gedo,Belet_Xaawo,2024 Feb,1768
Gedo,Belet_Xaawo,2024 Mar,1268
Gedo,Belet_Xaawo,2024 Apr,1192
Gedo,Belet_Xaawo,2024 May,1512
Gedo,Belet_Xaawo,2024 Jun,2134
Gedo,Belet_Xaawo,2024 Jul,1537
Gedo,Belet_Xaawo,2024 Aug,1420
Gedo,Belet_Xaawo,2024 Sep,1475
Gedo,Belet_Xaawo,2024 Oct,1165
Gedo,Belet_Xaawo,2024 Nov,611
Gedo,Belet_Xaawo,2024 Dec,611
Gedo,Belet_Xaawo,2023 Jan,866
Gedo,Belet_Xaawo,2023 Feb,790
Gedo,Belet_Xaawo,2023 Mar,935
Gedo,Belet_Xaawo,2023 Apr,888
Gedo,Belet_Xaawo,2023 May,1146
Gedo,Belet_Xaawo,2023 Jun,1090
Gedo,Belet_Xaawo,2023 Jul,987
Gedo,Belet_Xaawo,2023 Aug,1217
Gedo,Belet_Xaawo,2023 Sep,998
Gedo,Belet_Xaawo,2023 Oct,1545
Gedo,Belet_Xaawo,2023 Nov,1070
Gedo,Belet_Xaawo,2023 Dec,1088
Gedo,Belet_Xaawo,2022 Jan,843
Gedo,Belet_Xaawo,2022 Feb,646
Gedo,Belet_Xaawo,2022 Mar,779
Gedo,Belet_Xaawo,2022 Apr,511
Gedo,Belet_Xaawo,2022 May,483
Gedo,Belet_Xaawo,2022 Jun,487
Gedo,Belet_Xaawo,2022 Jul,432
Gedo,Belet_Xaawo,2022 Aug,603
Gedo,Belet_Xaawo,2022 Sep,543
Gedo,Belet_Xaawo,2022 Oct,810
Gedo,Belet_Xaawo,2022 Nov,723
Gedo,Belet_Xaawo,2022 Dec,1166
Gedo,Belet_Xaawo,2021 Jan,345
Gedo,Belet_Xaawo,2021 Feb,495
Gedo,Belet_Xaawo,2021 Mar,601
Gedo,Belet_Xaawo,2021 Apr,282
Gedo,Belet_Xaawo,2021 May,454
Gedo,Belet_Xaawo,2021 Jun,427
Gedo,Belet_Xaawo,2021 Jul,284
Gedo,Belet_Xaawo,2021 Aug,400
Gedo,Belet_Xaawo,2021 Sep,448
Gedo,Belet_Xaawo,2021 Oct,538
Gedo,Belet_Xaawo,2021 Nov,674
Gedo,Belet_Xaawo,2021 Dec,682
Gedo,Belet_Xaawo,2020 Jan,482
Gedo,Belet_Xaawo,2020 Feb,400
Gedo,Belet_Xaawo,2020 Mar,527
Gedo,Belet_Xaawo,2020 Apr,315
Gedo,Belet_Xaawo,2020 May,464
Gedo,Belet_Xaawo,2020 Jun,514
Gedo,Belet_Xaawo,2020 Jul,450
Gedo,Belet_Xaawo,2020 Aug,167
Gedo,Belet_Xaawo,2020 Sep,172
Gedo,Belet_Xaawo,2020 Oct,685
Gedo,Belet_Xaawo,2020 Nov,272
Gedo,Belet_Xaawo,2020 Dec,294
Gedo,Belet_Xaawo,2019 Jan,93
Gedo,Belet_Xaawo,2019 Feb,460
Gedo,Belet_Xaawo,2019 Mar,71
Gedo,Belet_Xaawo,2019 Apr,111
Gedo,Belet_Xaawo,2019 May,160
Gedo,Belet_Xaawo,2019 Jun,635
Gedo,Belet_Xaawo,2019 Jul,361
Gedo,Belet_Xaawo,2019 Aug,294
Gedo,Belet_Xaawo,2019 Sep,323
Gedo,Belet_Xaawo,2019 Oct,327
Gedo,Belet_Xaawo,2019 Nov,503
Gedo,Belet_Xaawo,2019 Dec,491
Gedo,Ceel_Waaq,2024 Jan,192
Gedo,Ceel_Waaq,2024 Feb,113
Gedo,Ceel_Waaq,2024 Mar,148
Gedo,Ceel_Waaq,2024 Apr,167
Gedo,Ceel_Waaq,2024 May,178
Gedo,Ceel_Waaq,2024 Jun,223
Gedo,Ceel_Waaq,2024 Jul,285
Gedo,Ceel_Waaq,2024 Aug,129
Gedo,Ceel_Waaq,2024 Sep,251
Gedo,Ceel_Waaq,2024 Oct,273
Gedo,Ceel_Waaq,2024 Nov,259
Gedo,Ceel_Waaq,2024 Dec,259
Gedo,Ceel_Waaq,2023 Jan,201
Gedo,Ceel_Waaq,2023 Feb,135
Gedo,Ceel_Waaq,2023 Mar,168
Gedo,Ceel_Waaq,2023 Apr,210
Gedo,Ceel_Waaq,2023 May,302
Gedo,Ceel_Waaq,2023 Jun,284
Gedo,Ceel_Waaq,2023 Jul,332
Gedo,Ceel_Waaq,2023 Aug,249
Gedo,Ceel_Waaq,2023 Sep,241
Gedo,Ceel_Waaq,2023 Oct,241
Gedo,Ceel_Waaq,2023 Nov,212
Gedo,Ceel_Waaq,2023 Dec,220
Gedo,Ceel_Waaq,2022 Jan,119
Gedo,Ceel_Waaq,2022 Feb,332
Gedo,Ceel_Waaq,2022 Mar,303
Gedo,Ceel_Waaq,2022 Apr,448
Gedo,Ceel_Waaq,2022 May,338
Gedo,Ceel_Waaq,2022 Jun,513
Gedo,Ceel_Waaq,2022 Jul,293
Gedo,Ceel_Waaq,2022 Aug,457
Gedo,Ceel_Waaq,2022 Sep,143
Gedo,Ceel_Waaq,2022 Oct,161
Gedo,Ceel_Waaq,2022 Nov,164
Gedo,Ceel_Waaq,2022 Dec,165
Gedo,Ceel_Waaq,2021 Jan,95
Gedo,Ceel_Waaq,2021 Feb,58
Gedo,Ceel_Waaq,2021 Mar,160
Gedo,Ceel_Waaq,2021 Apr,243
Gedo,Ceel_Waaq,2021 May,220
Gedo,Ceel_Waaq,2021 Jun,39
Gedo,Ceel_Waaq,2021 Jul,323
Gedo,Ceel_Waaq,2021 Aug,337
Gedo,Ceel_Waaq,2021 Sep,328
Gedo,Ceel_Waaq,2021 Oct,355
Gedo,Ceel_Waaq,2021 Nov,325
Gedo,Ceel_Waaq,2021 Dec,284
Gedo,Ceel_Waaq,2020 Jan,80
Gedo,Ceel_Waaq,2020 Feb,42
Gedo,Ceel_Waaq,2020 Mar,33
Gedo,Ceel_Waaq,2020 Apr,23
Gedo,Ceel_Waaq,2020 May,33
Gedo,Ceel_Waaq,2020 Jun,0
Gedo,Ceel_Waaq,2020 Jul,51
Gedo,Ceel_Waaq,2020 Aug,67
Gedo,Ceel_Waaq,2020 Sep,160
Gedo,Ceel_Waaq,2020 Oct,114
Gedo,Ceel_Waaq,2020 Nov,171
Gedo,Ceel_Waaq,2020 Dec,80
