region,district,Monthly,admissions
Awdal,Baki,2024 Jan,679
Awdal,Baki,2024 Feb,52
Awdal,Baki,2024 Mar,39
Awdal,Baki,2024 Apr,45
Awdal,Baki,2024 May,43
Awdal,Baki,2024 Jun,38
Awdal,Baki,2024 Jul,47
Awdal,Baki,2024 Aug,36
Awdal,Baki,2024 Sep,37
Awdal,Baki,2024 Oct,47
Awdal,Baki,2024 Nov,32
Awdal,Baki,2024 Dec,32
Awdal,Baki,2023 Jan,119
Awdal,Baki,2023 Feb,89
Awdal,Baki,2023 Mar,56
Awdal,Baki,2023 Apr,58
Awdal,Baki,2023 May,74
Awdal,Baki,2023 Jun,54
Awdal,Baki,2023 Jul,49
Awdal,Baki,2023 Aug,58
Awdal,Baki,2023 Sep,57
Awdal,Baki,2023 Oct,47
Awdal,Baki,2023 Nov,60
Awdal,Baki,2023 Dec,45
Awdal,Baki,2022 Jan,40
Awdal,Baki,2022 Feb,23
Awdal,Baki,2022 Mar,25
Awdal,Baki,2022 Apr,25
Awdal,Baki,2022 May,87
Awdal,Baki,2022 Jun,35
Awdal,Baki,2022 Jul,84
Awdal,Baki,2022 Aug,37
Awdal,Baki,2022 Sep,59
Awdal,Baki,2022 Oct,76
Awdal,Baki,2022 Nov,29
Awdal,Baki,2022 Dec,76
Awdal,Baki,2021 Jan,56
Awdal,Baki,2021 Feb,48
Awdal,Baki,2021 Mar,57
Awdal,Baki,2021 Apr,67
Awdal,Baki,2021 May,28
Awdal,Baki,2021 Jun,97
Awdal,Baki,2021 Jul,52
Awdal,Baki,2021 Aug,77
Awdal,Baki,2021 Sep,82
Awdal,Baki,2021 Oct,121
Awdal,Baki,2021 Nov,102
Awdal,Baki,2021 Dec,154
Awdal,Baki,2020 Jan,34
Awdal,Baki,2020 Feb,14
Awdal,Baki,2020 Mar,26
Awdal,Baki,2020 Apr,48
Awdal,Baki,2020 May,35
Awdal,Baki,2020 Jun,37
Awdal,Baki,2020 Jul,52
Awdal,Baki,2020 Aug,10
Awdal,Baki,2020 Sep,20
Awdal,Baki,2020 Oct,47
Awdal,Baki,2020 Nov,76
Awdal,Baki,2020 Dec,24
Awdal,Baki,2019 Jan,17
Awdal,Baki,2019 Feb,51
Awdal,Baki,2019 Mar,47
Awdal,Baki,2019 Apr,61
Awdal,Baki,2019 May,60
Awdal,Baki,2019 Jun,68
Awdal,Baki,2019 Jul,2
Awdal,Baki,2019 Aug,5
Awdal,Baki,2019 Sep,15
Awdal,Baki,2019 Oct,63
Awdal,Baki,2019 Nov,64
Awdal,Baki,2019 Dec,17
Awdal,Borama,2024 Jan,735
Awdal,Borama,2024 Feb,666
Awdal,Borama,2024 Mar,660
Awdal,Borama,2024 Apr,229
Awdal,Borama,2024 May,320
Awdal,Borama,2024 Jun,264
Awdal,Borama,2024 Jul,252
Awdal,Borama,2024 Aug,686
Awdal,Borama,2024 Sep,237
Awdal,Borama,2024 Oct,229
Awdal,Borama,2024 Nov,151
Awdal,Borama,2024 Dec,151
Awdal,Borama,2023 Jan,505
Awdal,Borama,2023 Feb,335
Awdal,Borama,2023 Mar,377
Awdal,Borama,2023 Apr,462
Awdal,Borama,2023 May,551
Awdal,Borama,2023 Jun,514
Awdal,Borama,2023 Jul,439
Awdal,Borama,2023 Aug,406
Awdal,Borama,2023 Sep,415
Awdal,Borama,2023 Oct,534
Awdal,Borama,2023 Nov,542
Awdal,Borama,2023 Dec,1128
Awdal,Borama,2022 Jan,191
Awdal,Borama,2022 Feb,272
Awdal,Borama,2022 Mar,177
Awdal,Borama,2022 Apr,247
Awdal,Borama,2022 May,350
Awdal,Borama,2022 Jun,478
Awdal,Borama,2022 Jul,342
Awdal,Borama,2022 Aug,373
Awdal,Borama,2022 Sep,428
Awdal,Borama,2022 Oct,429
Awdal,Borama,2022 Nov,270
Awdal,Borama,2022 Dec,442
Awdal,Borama,2021 Jan,212
Awdal,Borama,2021 Feb,275
Awdal,Borama,2021 Mar,242
Awdal,Borama,2021 Apr,227
Awdal,Borama,2021 May,252
Awdal,Borama,2021 Jun,324
Awdal,Borama,2021 Jul,625
Awdal,Borama,2021 Aug,564
Awdal,Borama,2021 Sep,528
Awdal,Borama,2021 Oct,264
Awdal,Borama,2021 Nov,256
Awdal,Borama,2021 Dec,314
Awdal,Borama,2020 Jan,330
Awdal,Borama,2020 Feb,181
Awdal,Borama,2020 Mar,228
Awdal,Borama,2020 Apr,183
Awdal,Borama,2020 May,98
Awdal,Borama,2020 Jun,247
Awdal,Borama,2020 Jul,213
Awdal,Borama,2020 Aug,226
Awdal,Borama,2020 Sep,253
Awdal,Borama,2020 Oct,267
Awdal,Borama,2020 Nov,226
Awdal,Borama,2020 Dec,211
Awdal,Borama,2019 Jan,128
Awdal,Borama,2019 Feb,84
Awdal,Borama,2019 Mar,164
Awdal,Borama,2019 Apr,144
Awdal,Borama,2019 May,171
Awdal,Borama,2019 Jun,49
Awdal,Borama,2019 Jul,163
Awdal,Borama,2019 Aug,130
Awdal,Borama,2019 Sep,239
Awdal,Borama,2019 Oct,254
Awdal,Borama,2019 Nov,133
Awdal,Borama,2019 Dec,138
Awdal,Lughaye,2024 Jan,197
Awdal,Lughaye,2024 Feb,179
Awdal,Lughaye,2024 Mar,183
Awdal,Lughaye,2024 Apr,113
Awdal,Lughaye,2024 May,120
Awdal,Lughaye,2024 Jun,137
Awdal,Lughaye,2024 Jul,137
Awdal,Lughaye,2024 Aug,115
Awdal,Lughaye,2024 Sep,140
Awdal,Lughaye,2024 Oct,144
Awdal,Lughaye,2024 Nov,82
Awdal,Lughaye,2024 Dec,82
Awdal,Lughaye,2023 Jan,236
Awdal,Lughaye,2023 Feb,229
Awdal,Lughaye,2023 Mar,243
Awdal,Lughaye,2023 Apr,169
Awdal,Lughaye,2023 May,223
Awdal,Lughaye,2023 Jun,238
Awdal,Lughaye,2023 Jul,288
Awdal,Lughaye,2023 Aug,197
Awdal,Lughaye,2023 Sep,210
Awdal,Lughaye,2023 Oct,200
Awdal,Lughaye,2023 Nov,177
Awdal,Lughaye,2023 Dec,176
Awdal,Lughaye,2022 Jan,80
Awdal,Lughaye,2022 Feb,72
Awdal,Lughaye,2022 Mar,62
Awdal,Lughaye,2022 Apr,60
Awdal,Lughaye,2022 May,117
Awdal,Lughaye,2022 Jun,104
Awdal,Lughaye,2022 Jul,100
Awdal,Lughaye,2022 Aug,102
Awdal,Lughaye,2022 Sep,140
Awdal,Lughaye,2022 Oct,148
Awdal,Lughaye,2022 Nov,95
Awdal,Lughaye,2022 Dec,229
Awdal,Lughaye,2021 Jan,90
Awdal,Lughaye,2021 Feb,48
Awdal,Lughaye,2021 Mar,82
Awdal,Lughaye,2021 Apr,71
Awdal,Lughaye,2021 May,57
Awdal,Lughaye,2021 Jun,105
Awdal,Lughaye,2021 Jul,217
Awdal,Lughaye,2021 Aug,226
Awdal,Lughaye,2021 Sep,31
Awdal,Lughaye,2021 Oct,81
Awdal,Lughaye,2021 Nov,46
Awdal,Lughaye,2021 Dec,26
Awdal,Lughaye,2020 Jan,111
Awdal,Lughaye,2020 Feb,13
Awdal,Lughaye,2020 Mar,83
Awdal,Lughaye,2020 Apr,131
Awdal,Lughaye,2020 May,80
Awdal,Lughaye,2020 Jun,109
Awdal,Lughaye,2020 Jul,113
Awdal,Lughaye,2020 Aug,102
Awdal,Lughaye,2020 Sep,116
Awdal,Lughaye,2020 Oct,61
Awdal,Lughaye,2020 Nov,40
Awdal,Lughaye,2020 Dec,37
Awdal,Lughaye,2019 Jan,31
Awdal,Lughaye,2019 Feb,137
Awdal,Lughaye,2019 Mar,177
Awdal,Lughaye,2019 Apr,244
Awdal,Lughaye,2019 May,150
Awdal,Lughaye,2019 Jun,181
Awdal,Lughaye,2019 Jul,27
Awdal,Lughaye,2019 Aug,2
Awdal,Lughaye,2019 Sep,43
Awdal,Lughaye,2019 Oct,48
Awdal,Lughaye,2019 Nov,67
Awdal,Lughaye,2019 Dec,14
Awdal,Zeylac,2024 Jan,171
Awdal,Zeylac,2024 Feb,146
Awdal,Zeylac,2024 Mar,132
Awdal,Zeylac,2024 Apr,82
Awdal,Zeylac,2024 May,153
Awdal,Zeylac,2024 Jun,123
Awdal,Zeylac,2024 Jul,192
Awdal,Zeylac,2024 Aug,125
Awdal,Zeylac,2024 Sep,108
Awdal,Zeylac,2024 Oct,100
Awdal,Zeylac,2024 Nov,69
Awdal,Zeylac,2024 Dec,69
Awdal,Zeylac,2023 Jan,193
Awdal,Zeylac,2023 Feb,146
Awdal,Zeylac,2023 Mar,137
Awdal,Zeylac,2023 Apr,130
Awdal,Zeylac,2023 May,225
Awdal,Zeylac,2023 Jun,221
Awdal,Zeylac,2023 Jul,260
Awdal,Zeylac,2023 Aug,166
Awdal,Zeylac,2023 Sep,187
Awdal,Zeylac,2023 Oct,148
Awdal,Zeylac,2023 Nov,199
Awdal,Zeylac,2023 Dec,177
Awdal,Zeylac,2022 Jan,66
Awdal,Zeylac,2022 Feb,56
Awdal,Zeylac,2022 Mar,44
Awdal,Zeylac,2022 Apr,45
Awdal,Zeylac,2022 May,33
Awdal,Zeylac,2022 Jun,44
Awdal,Zeylac,2022 Jul,111
Awdal,Zeylac,2022 Aug,165
Awdal,Zeylac,2022 Sep,198
Awdal,Zeylac,2022 Oct,210
Awdal,Zeylac,2022 Nov,131
Awdal,Zeylac,2022 Dec,270
Awdal,Zeylac,2021 Jan,58
Awdal,Zeylac,2021 Feb,67
Awdal,Zeylac,2021 Mar,89
Awdal,Zeylac,2021 Apr,100
Awdal,Zeylac,2021 May,51
Awdal,Zeylac,2021 Jun,89
Awdal,Zeylac,2021 Jul,218
Awdal,Zeylac,2021 Aug,318
Awdal,Zeylac,2021 Sep,132
Awdal,Zeylac,2021 Oct,56
Awdal,Zeylac,2021 Nov,52
Awdal,Zeylac,2021 Dec,65
Awdal,Zeylac,2020 Jan,135
Awdal,Zeylac,2020 Feb,133
Awdal,Zeylac,2020 Mar,109
Awdal,Zeylac,2020 Apr,239
Awdal,Zeylac,2020 May,130
Awdal,Zeylac,2020 Jun,130
Awdal,Zeylac,2020 Jul,106
Awdal,Zeylac,2020 Aug,123
Awdal,Zeylac,2020 Sep,162
Awdal,Zeylac,2020 Oct,176
Awdal,Zeylac,2020 Nov,134
Awdal,Zeylac,2020 Dec,52
Awdal,Zeylac,2019 Jan,0
Awdal,Zeylac,2019 Feb,0
Awdal,Zeylac,2019 Mar,0
Awdal,Zeylac,2019 Apr,9
Awdal,Zeylac,2019 May,36
Awdal,Zeylac,2019 Jun,35
Awdal,Zeylac,2019 Jul,25
Awdal,Zeylac,2019 Aug,113
Awdal,Zeylac,2019 Sep,144
Awdal,Zeylac,2019 Oct,88
Awdal,Zeylac,2019 Nov,126
Awdal,Zeylac,2019 Dec,109
Bakool,Ceel_Barde,2024 Jan,48
Bakool,Ceel_Barde,2024 Feb,278
Bakool,Ceel_Barde,2024 Mar,413
Bakool,Ceel_Barde,2024 Apr,391
Bakool,Ceel_Barde,2024 May,726
Bakool,Ceel_Barde,2024 Jun,228
Bakool,Ceel_Barde,2024 Jul,652
Bakool,Ceel_Barde,2024 Aug,389
Bakool,Ceel_Barde,2024 Sep,543
Bakool,Ceel_Barde,2024 Oct,440
Bakool,Ceel_Barde,2024 Nov,316
Bakool,Ceel_Barde,2024 Dec,316
Bakool,Ceel_Barde,2023 Jan,1026
Bakool,Ceel_Barde,2023 Feb,905
Bakool,Ceel_Barde,2023 Mar,831
Bakool,Ceel_Barde,2023 Apr,586
Bakool,Ceel_Barde,2023 May,615
Bakool,Ceel_Barde,2023 Jun,744
Bakool,Ceel_Barde,2023 Jul,343
Bakool,Ceel_Barde,2023 Aug,267
Bakool,Ceel_Barde,2023 Sep,236
Bakool,Ceel_Barde,2023 Oct,128
Bakool,Ceel_Barde,2023 Nov,45
Bakool,Ceel_Barde,2023 Dec,53
Bakool,Ceel_Barde,2022 Jan,739
Bakool,Ceel_Barde,2022 Feb,498
Bakool,Ceel_Barde,2022 Mar,597
Bakool,Ceel_Barde,2022 Apr,143
Bakool,Ceel_Barde,2022 May,359
Bakool,Ceel_Barde,2022 Jun,408
Bakool,Ceel_Barde,2022 Jul,487
Bakool,Ceel_Barde,2022 Aug,409
Bakool,Ceel_Barde,2022 Sep,874
Bakool,Ceel_Barde,2022 Oct,720
Bakool,Ceel_Barde,2022 Nov,1233
Bakool,Ceel_Barde,2022 Dec,1208
Bakool,Ceel_Barde,2021 Jan,297
Bakool,Ceel_Barde,2021 Feb,389
Bakool,Ceel_Barde,2021 Mar,248
Bakool,Ceel_Barde,2021 Apr,110
Bakool,Ceel_Barde,2021 May,244
Bakool,Ceel_Barde,2021 Jun,253
Bakool,Ceel_Barde,2021 Jul,185
Bakool,Ceel_Barde,2021 Aug,192
Bakool,Ceel_Barde,2021 Sep,194
Bakool,Ceel_Barde,2021 Oct,106
Bakool,Ceel_Barde,2021 Nov,191
Bakool,Ceel_Barde,2021 Dec,286
Bakool,Ceel_Barde,2020 Jan,716
Bakool,Ceel_Barde,2020 Feb,534
Bakool,Ceel_Barde,2020 Mar,484
Bakool,Ceel_Barde,2020 Apr,468
Bakool,Ceel_Barde,2020 May,487
Bakool,Ceel_Barde,2020 Jun,585
Bakool,Ceel_Barde,2020 Jul,535
Bakool,Ceel_Barde,2020 Aug,380
Bakool,Ceel_Barde,2020 Sep,397
Bakool,Ceel_Barde,2020 Oct,373
Bakool,Ceel_Barde,2020 Nov,374
Bakool,Ceel_Barde,2020 Dec,337
Bakool,Ceel_Barde,2019 Jan,493
Bakool,Ceel_Barde,2019 Feb,106
Bakool,Ceel_Barde,2019 Mar,170
Bakool,Ceel_Barde,2019 Apr,665
Bakool,Ceel_Barde,2019 May,306
Bakool,Ceel_Barde,2019 Jun,269
Bakool,Ceel_Barde,2019 Jul,379
Bakool,Ceel_Barde,2019 Aug,180
Bakool,Ceel_Barde,2019 Sep,537
Bakool,Ceel_Barde,2019 Oct,321
Bakool,Ceel_Barde,2019 Nov,186
Bakool,Ceel_Barde,2019 Dec,275
Bakool,Raaphdure,2024 Jan,176
Bakool,Raaphdure,2024 Feb,240
Bakool,Raaphdure,2024 Mar,210
Bakool,Raaphdure,2024 Apr,182
Bakool,Raaphdure,2024 May,308
Bakool,Raaphdure,2024 Jun,437
Bakool,Raaphdure,2024 Jul,510
Bakool,Raaphdure,2024 Aug,313
Bakool,Raaphdure,2024 Sep,465
Bakool,Raaphdure,2024 Oct,383
Bakool,Raaphdure,2024 Nov,26
Bakool,Raaphdure,2024 Dec,26
Bakool,Raaphdure,2023 Jan,231
Bakool,Raaphdure,2023 Feb,251
Bakool,Raaphdure,2023 Mar,392
Bakool,Raaphdure,2023 Apr,345
Bakool,Raaphdure,2023 May,516
Bakool,Raaphdure,2023 Jun,347
Bakool,Raaphdure,2023 Jul,146
Bakool,Raaphdure,2023 Aug,81
Bakool,Raaphdure,2023 Sep,109
Bakool,Raaphdure,2023 Oct,67
Bakool,Raaphdure,2023 Nov,0
Bakool,Raaphdure,2023 Dec,0
Bakool,Raaphdure,2022 Jan,303
Bakool,Raaphdure,2022 Feb,164
Bakool,Raaphdure,2022 Mar,359
Bakool,Raaphdure,2022 Apr,226
Bakool,Raaphdure,2022 May,439
Bakool,Raaphdure,2022 Jun,784
Bakool,Raaphdure,2022 Jul,572
Bakool,Raaphdure,2022 Aug,488
Bakool,Raaphdure,2022 Sep,472
Bakool,Raaphdure,2022 Oct,456
Bakool,Raaphdure,2022 Nov,329
Bakool,Raaphdure,2022 Dec,338
Bakool,Raaphdure,2021 Jan,225
Bakool,Raaphdure,2021 Feb,244
Bakool,Raaphdure,2021 Mar,198
Bakool,Raaphdure,2021 Apr,242
Bakool,Raaphdure,2021 May,205
Bakool,Raaphdure,2021 Jun,78
Bakool,Raaphdure,2021 Jul,62
Bakool,Raaphdure,2021 Aug,86
Bakool,Raaphdure,2021 Sep,128
Bakool,Raaphdure,2021 Oct,138
Bakool,Raaphdure,2021 Nov,128
Bakool,Raaphdure,2021 Dec,205
Bakool,Raaphdure,2020 Jan,255
Bakool,Raaphdure,2020 Feb,270
Bakool,Raaphdure,2020 Mar,265
Bakool,Raaphdure,2020 Apr,240
Bakool,Raaphdure,2020 May,49
Bakool,Raaphdure,2020 Jun,358
Bakool,Raaphdure,2020 Jul,181
Bakool,Raaphdure,2020 Aug,163
Bakool,Raaphdure,2020 Sep,157
Bakool,Raaphdure,2020 Oct,199
Bakool,Raaphdure,2020 Nov,146
Bakool,Raaphdure,2020 Dec,181
Bakool,Raaphdure,2019 Jan,237
Bakool,Raaphdure,2019 Feb,0
Bakool,Raaphdure,2019 Mar,0
Bakool,Raaphdure,2019 Apr,327
Bakool,Raaphdure,2019 May,200
Bakool,Raaphdure,2019 Jun,86
Bakool,Raaphdure,2019 Jul,223
Bakool,Raaphdure,2019 Aug,147
Bakool,Raaphdure,2019 Sep,439
Bakool,Raaphdure,2019 Oct,282
Bakool,Raaphdure,2019 Nov,371
Bakool,Raaphdure,2019 Dec,406
Bakool,Tayeeglow,2024 Jan,77
Bakool,Tayeeglow,2024 Feb,61
Bakool,Tayeeglow,2024 Mar,60
Bakool,Tayeeglow,2024 Apr,68
Bakool,Tayeeglow,2024 May,122
Bakool,Tayeeglow,2024 Jun,77
Bakool,Tayeeglow,2024 Jul,48
Bakool,Tayeeglow,2024 Aug,43
Bakool,Tayeeglow,2024 Sep,72
Bakool,Tayeeglow,2024 Oct,70
Bakool,Tayeeglow,2024 Nov,78
Bakool,Tayeeglow,2024 Dec,78
Bakool,Tayeeglow,2023 Jan,336
Bakool,Tayeeglow,2023 Feb,248
Bakool,Tayeeglow,2023 Mar,252
Bakool,Tayeeglow,2023 Apr,342
Bakool,Tayeeglow,2023 May,360
Bakool,Tayeeglow,2023 Jun,298
Bakool,Tayeeglow,2023 Jul,332
Bakool,Tayeeglow,2023 Aug,392
Bakool,Tayeeglow,2023 Sep,177
Bakool,Tayeeglow,2023 Oct,148
Bakool,Tayeeglow,2023 Nov,162
Bakool,Tayeeglow,2023 Dec,128
Bakool,Tayeeglow,2022 Jan,124
Bakool,Tayeeglow,2022 Feb,89
Bakool,Tayeeglow,2022 Mar,134
Bakool,Tayeeglow,2022 Apr,139
Bakool,Tayeeglow,2022 May,165
Bakool,Tayeeglow,2022 Jun,148
Bakool,Tayeeglow,2022 Jul,72
Bakool,Tayeeglow,2022 Aug,133
Bakool,Tayeeglow,2022 Sep,140
Bakool,Tayeeglow,2022 Oct,73
Bakool,Tayeeglow,2022 Nov,97
Bakool,Tayeeglow,2022 Dec,359
Bakool,Tayeeglow,2021 Jan,66
Bakool,Tayeeglow,2021 Feb,79
Bakool,Tayeeglow,2021 Mar,75
Bakool,Tayeeglow,2021 Apr,53
Bakool,Tayeeglow,2021 May,66
Bakool,Tayeeglow,2021 Jun,76
Bakool,Tayeeglow,2021 Jul,73
Bakool,Tayeeglow,2021 Aug,88
Bakool,Tayeeglow,2021 Sep,49
Bakool,Tayeeglow,2021 Oct,40
Bakool,Tayeeglow,2021 Nov,51
Bakool,Tayeeglow,2021 Dec,31
Bakool,Tayeeglow,2020 Jan,59
Bakool,Tayeeglow,2020 Feb,62
Bakool,Tayeeglow,2020 Mar,52
Bakool,Tayeeglow,2020 Apr,76
Bakool,Tayeeglow,2020 May,61
Bakool,Tayeeglow,2020 Jun,67
Bakool,Tayeeglow,2020 Jul,80
Bakool,Tayeeglow,2020 Aug,64
Bakool,Tayeeglow,2020 Sep,57
Bakool,Tayeeglow,2020 Oct,59
Bakool,Tayeeglow,2020 Nov,50
Bakool,Tayeeglow,2020 Dec,58
Bakool,Tayeeglow,2019 Jan,44
Bakool,Tayeeglow,2019 Feb,35
Bakool,Tayeeglow,2019 Mar,31
Bakool,Tayeeglow,2019 Apr,37
Bakool,Tayeeglow,2019 May,36
Bakool,Tayeeglow,2019 Jun,56
Bakool,Tayeeglow,2019 Jul,82
Bakool,Tayeeglow,2019 Aug,61
Bakool,Tayeeglow,2019 Sep,57
Bakool,Tayeeglow,2019 Oct,58
Bakool,Tayeeglow,2019 Nov,76
Bakool,Tayeeglow,2019 Dec,54
Bakool,Waajid,2024 Jan,506
Bakool,Waajid,2024 Feb,402
Bakool,Waajid,2024 Mar,360
Bakool,Waajid,2024 Apr,390
Bakool,Waajid,2024 May,528
Bakool,Waajid,2024 Jun,332
Bakool,Waajid,2024 Jul,553
Bakool,Waajid,2024 Aug,569
Bakool,Waajid,2024 Sep,593
Bakool,Waajid,2024 Oct,298
Bakool,Waajid,2024 Nov,255
Bakool,Waajid,2024 Dec,255
Bakool,Waajid,2023 Jan,441
Bakool,Waajid,2023 Feb,482
Bakool,Waajid,2023 Mar,441
Bakool,Waajid,2023 Apr,421
Bakool,Waajid,2023 May,709
Bakool,Waajid,2023 Jun,296
Bakool,Waajid,2023 Jul,1068
Bakool,Waajid,2023 Aug,657
Bakool,Waajid,2023 Sep,472
Bakool,Waajid,2023 Oct,413
Bakool,Waajid,2023 Nov,323
Bakool,Waajid,2023 Dec,562
Bakool,Waajid,2022 Jan,663
Bakool,Waajid,2022 Feb,220
Bakool,Waajid,2022 Mar,222
Bakool,Waajid,2022 Apr,304
Bakool,Waajid,2022 May,316
Bakool,Waajid,2022 Jun,195
Bakool,Waajid,2022 Jul,383
Bakool,Waajid,2022 Aug,572
Bakool,Waajid,2022 Sep,419
Bakool,Waajid,2022 Oct,488
Bakool,Waajid,2022 Nov,248
Bakool,Waajid,2022 Dec,288
Bakool,Waajid,2021 Jan,358
Bakool,Waajid,2021 Feb,399
Bakool,Waajid,2021 Mar,409
Bakool,Waajid,2021 Apr,413
Bakool,Waajid,2021 May,529
Bakool,Waajid,2021 Jun,468
Bakool,Waajid,2021 Jul,618
Bakool,Waajid,2021 Aug,396
Bakool,Waajid,2021 Sep,206
Bakool,Waajid,2021 Oct,0
Bakool,Waajid,2021 Nov,350
Bakool,Waajid,2021 Dec,470
Bakool,Waajid,2020 Jan,271
Bakool,Waajid,2020 Feb,604
Bakool,Waajid,2020 Mar,262
Bakool,Waajid,2020 Apr,361
Bakool,Waajid,2020 May,192
Bakool,Waajid,2020 Jun,309
Bakool,Waajid,2020 Jul,234
Bakool,Waajid,2020 Aug,218
Bakool,Waajid,2020 Sep,325
Bakool,Waajid,2020 Oct,355
Bakool,Waajid,2020 Nov,368
Bakool,Waajid,2020 Dec,287
Bakool,Waajid,2019 Jan,288
Bakool,Waajid,2019 Feb,110
Bakool,Waajid,2019 Mar,57
Bakool,Waajid,2019 Apr,370
Bakool,Waajid,2019 May,329
Bakool,Waajid,2019 Jun,373
Bakool,Waajid,2019 Jul,289
Bakool,Waajid,2019 Aug,338
Bakool,Waajid,2019 Sep,385
Bakool,Waajid,2019 Oct,114
Bakool,Waajid,2019 Nov,272
Bakool,Waajid,2019 Dec,313
Bakool,Xudur,2024 Jan,1561
Bakool,Xudur,2024 Feb,1272
Bakool,Xudur,2024 Mar,991
Bakool,Xudur,2024 Apr,893
Bakool,Xudur,2024 May,1269
Bakool,Xudur,2024 Jun,1151
Bakool,Xudur,2024 Jul,1359
Bakool,Xudur,2024 Aug,1105
Bakool,Xudur,2024 Sep,1069
Bakool,Xudur,2024 Oct,1160
Bakool,Xudur,2024 Nov,1111
Bakool,Xudur,2024 Dec,1111
Bakool,Xudur,2023 Jan,1088
Bakool,Xudur,2023 Feb,871
Bakool,Xudur,2023 Mar,954
Bakool,Xudur,2023 Apr,1113
Bakool,Xudur,2023 May,934
Bakool,Xudur,2023 Jun,757
Bakool,Xudur,2023 Jul,1302
Bakool,Xudur,2023 Aug,1348
Bakool,Xudur,2023 Sep,1008
Bakool,Xudur,2023 Oct,1006
Bakool,Xudur,2023 Nov,967
Bakool,Xudur,2023 Dec,1210
Bakool,Xudur,2022 Jan,854
Bakool,Xudur,2022 Feb,189
Bakool,Xudur,2022 Mar,895
Bakool,Xudur,2022 Apr,878
Bakool,Xudur,2022 May,1124
Bakool,Xudur,2022 Jun,1468
Bakool,Xudur,2022 Jul,1653
Bakool,Xudur,2022 Aug,1864
Bakool,Xudur,2022 Sep,1563
Bakool,Xudur,2022 Oct,2036
Bakool,Xudur,2022 Nov,1797
Bakool,Xudur,2022 Dec,1776
Bakool,Xudur,2021 Jan,817
Bakool,Xudur,2021 Feb,745
Bakool,Xudur,2021 Mar,829
Bakool,Xudur,2021 Apr,750
Bakool,Xudur,2021 May,1018
Bakool,Xudur,2021 Jun,795
Bakool,Xudur,2021 Jul,839
Bakool,Xudur,2021 Aug,645
Bakool,Xudur,2021 Sep,573
Bakool,Xudur,2021 Oct,587
Bakool,Xudur,2021 Nov,610
Bakool,Xudur,2021 Dec,457
Bakool,Xudur,2020 Jan,859
Bakool,Xudur,2020 Feb,868
Bakool,Xudur,2020 Mar,899
Bakool,Xudur,2020 Apr,734
Bakool,Xudur,2020 May,648
Bakool,Xudur,2020 Jun,946
Bakool,Xudur,2020 Jul,793
Bakool,Xudur,2020 Aug,984
Bakool,Xudur,2020 Sep,958
Bakool,Xudur,2020 Oct,686
Bakool,Xudur,2020 Nov,778
Bakool,Xudur,2020 Dec,721
Bakool,Xudur,2019 Jan,1151
Bakool,Xudur,2019 Feb,886
Bakool,Xudur,2019 Mar,388
Bakool,Xudur,2019 Apr,527
Bakool,Xudur,2019 May,717
Bakool,Xudur,2019 Jun,931
Bakool,Xudur,2019 Jul,872
Bakool,Xudur,2019 Aug,568
Bakool,Xudur,2019 Sep,877
Bakool,Xudur,2019 Oct,975
Bakool,Xudur,2019 Nov,1067
Bakool,Xudur,2019 Dec,969
Banadir,Banadir,2024 Jan,10632
Banadir,Banadir,2024 Feb,9298
Banadir,Banadir,2024 Mar,8810
Banadir,Banadir,2024 Apr,8388
Banadir,Banadir,2024 May,11702
Banadir,Banadir,2024 Jun,8526
Banadir,Banadir,2024 Jul,8059
Banadir,Banadir,2024 Aug,6995
Banadir,Banadir,2024 Sep,6372
Banadir,Banadir,2024 Oct,7694
Banadir,Banadir,2024 Nov,7384
Banadir,Banadir,2024 Dec,7384
Banadir,Banadir,2023 Jan,8894
Banadir,Banadir,2023 Feb,8291
Banadir,Banadir,2023 Mar,8318
Banadir,Banadir,2023 Apr,7323
Banadir,Banadir,2023 May,12289
Banadir,Banadir,2023 Jun,10795
Banadir,Banadir,2023 Jul,10062
Banadir,Banadir,2023 Aug,11598
Banadir,Banadir,2023 Sep,12223
Banadir,Banadir,2023 Oct,10381
Banadir,Banadir,2023 Nov,10317
Banadir,Banadir,2023 Dec,11593
Banadir,Banadir,2022 Jan,3865
Banadir,Banadir,2022 Feb,4190
Banadir,Banadir,2022 Mar,4508
Banadir,Banadir,2022 Apr,3852
Banadir,Banadir,2022 May,5433
Banadir,Banadir,2022 Jun,5786
Banadir,Banadir,2022 Jul,7074
Banadir,Banadir,2022 Aug,7831
Banadir,Banadir,2022 Sep,5835
Banadir,Banadir,2022 Oct,6595
Banadir,Banadir,2022 Nov,7761
Banadir,Banadir,2022 Dec,8693
Banadir,Banadir,2021 Jan,3850
Banadir,Banadir,2021 Feb,3918
Banadir,Banadir,2021 Mar,4385
Banadir,Banadir,2021 Apr,3166
Banadir,Banadir,2021 May,5406
Banadir,Banadir,2021 Jun,5625
Banadir,Banadir,2021 Jul,3696
Banadir,Banadir,2021 Aug,3781
Banadir,Banadir,2021 Sep,3089
Banadir,Banadir,2021 Oct,4450
Banadir,Banadir,2021 Nov,5040
Banadir,Banadir,2021 Dec,4157
Banadir,Banadir,2020 Jan,5810
Banadir,Banadir,2020 Feb,5256
Banadir,Banadir,2020 Mar,5198
Banadir,Banadir,2020 Apr,5334
Banadir,Banadir,2020 May,5257
Banadir,Banadir,2020 Jun,5830
Banadir,Banadir,2020 Jul,6193
